| AltCharSequence                                             | subSequence                                        | start                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/AltCharSequence.java:32:25:32:35                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/AltCharSequence.java:32:57:34:5                                     |
| SuperFactorySub                                             | SuperFactorySub                                    | amount               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/SuperFactorySub.java:21:12:21:26                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/SuperFactorySub.java:21:40:23:5                                     |
| SuperFactorySuper                                           | SuperFactorySuper                                  | amount               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/SuperFactorySuper.java:31:12:31:28                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/SuperFactorySuper.java:31:42:33:5                                   |
| SuperFactorySuper                                           | parse                                              | amount               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/SuperFactorySuper.java:25:37:25:41                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/SuperFactorySuper.java:25:58:29:5                                   |
| TestBooleanArrayStringConverterFactory                      | doTest                                             | array                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/TestBooleanArrayStringConverterFactory.java:37:18:37:23             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/TestBooleanArrayStringConverterFactory.java:37:54:42:5              |
| TestBooleanArrayStringConverterFactory                      | doTest                                             | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/TestBooleanArrayStringConverterFactory.java:37:18:37:23             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/TestBooleanArrayStringConverterFactory.java:37:54:42:5              |
| TestBooleanObjectArrayStringConverterFactory                | doTest                                             | array                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/TestBooleanObjectArrayStringConverterFactory.java:40:18:40:23       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/TestBooleanObjectArrayStringConverterFactory.java:40:54:46:5        |
| TestBooleanObjectArrayStringConverterFactory                | doTest                                             | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/TestBooleanObjectArrayStringConverterFactory.java:40:18:40:23       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/TestBooleanObjectArrayStringConverterFactory.java:40:54:46:5        |
| TestByteObjectArrayStringConverterFactory                   | doTest                                             | array                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/TestByteObjectArrayStringConverterFactory.java:49:18:49:23          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/TestByteObjectArrayStringConverterFactory.java:49:51:55:5           |
| TestByteObjectArrayStringConverterFactory                   | doTest                                             | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/TestByteObjectArrayStringConverterFactory.java:49:18:49:23          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/TestByteObjectArrayStringConverterFactory.java:49:51:55:5           |
| TestCharObjectArrayStringConverterFactory                   | doTest                                             | array                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/TestCharObjectArrayStringConverterFactory.java:40:18:40:23          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/TestCharObjectArrayStringConverterFactory.java:40:56:46:5           |
| TestCharObjectArrayStringConverterFactory                   | doTest                                             | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/TestCharObjectArrayStringConverterFactory.java:40:18:40:23          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/TestCharObjectArrayStringConverterFactory.java:40:56:46:5           |
