| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/CommandLine.java:65:16:65:33                               | parse1                   |    2 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/CommandLine.java:65:23:65:26                                | parse1(String, Map<String,?>)                                                | parse0                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/CommandLine.java:64:31:64:36                                | CommandLine                                            | parse1                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/CommandLine.java:76:31:76:36                    | CommandLine                  |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:117:9:117:38                        | setWatchdog              |    1 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:117:30:117:37                        | setWatchdog(ExecuteWatchdog)                                                 | testExec65WitSleepUsingSleepCommandDirectly   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:107:17:107:59                        | Exec65Test                                             | setWatchdog              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java:509:17:509:27              | DefaultExecutor              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:119:9:119:78                        | assertThrows             |    2 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:119:22:119:43                        | assertThrows(Class<T>, Executable)                                           | testExec65WitSleepUsingSleepCommandDirectly   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:107:17:107:59                        | Exec65Test                                             | assertThrows             | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.10.1/junit-jupiter-api-5.10.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                        | Assertions                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:119:9:119:78                        | assertThrows             |    2 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:119:46:119:77                        | assertThrows(Class<T>, Executable)                                           | testExec65WitSleepUsingSleepCommandDirectly   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:107:17:107:59                        | Exec65Test                                             | assertThrows             | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.10.1/junit-jupiter-api-5.10.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                        | Assertions                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:119:52:119:77                       | execute0                 |    1 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:119:70:119:76                        | execute0(CommandLine)                                                        | execute                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:119:46:119:77                        | new Executable(...) { ... }                            | execute0                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java:235:16:235:23              | DefaultExecutor              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtilTest.java:41:44:41:73                          | copy                     |    1 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtilTest.java:41:58:41:72                           | copy(Map<K,V>)                                                               | testCopyMap                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtilTest.java:36:17:36:27                           | MapUtilTest                                            | copy                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/main/java/org/apache/commons/exec/util/MapUtils.java:36:36:36:39                  | MapUtils                     |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtilTest.java:39:9:39:57                           | put                      |    2 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtilTest.java:39:29:39:39                           | put(String, String)                                                          | testCopyMap                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtilTest.java:36:17:36:27                           | MapUtilTest                                            | put                      | file:///89ABCDEFG/java.base/java/util/HashMap.sig:0:0:0:0                                                                                                                     | HashMap<String,String>       |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtilTest.java:39:9:39:57                           | put                      |    2 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtilTest.java:39:42:39:56                           | put(String, String)                                                          | testCopyMap                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtilTest.java:36:17:36:27                           | MapUtilTest                                            | put                      | file:///89ABCDEFG/java.base/java/util/HashMap.sig:0:0:0:0                                                                                                                     | HashMap<String,String>       |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtilTest.java:42:9:42:38                           | assertEquals             |    2 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtilTest.java:42:22:42:22                           | assertEquals(int, int)                                                       | testCopyMap                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtilTest.java:36:17:36:27                           | MapUtilTest                                            | assertEquals             | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.10.1/junit-jupiter-api-5.10.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                        | Assertions                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtilTest.java:42:9:42:38                           | assertEquals             |    2 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtilTest.java:42:25:42:37                           | assertEquals(int, int)                                                       | testCopyMap                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtilTest.java:36:17:36:27                           | MapUtilTest                                            | assertEquals             | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.10.1/junit-jupiter-api-5.10.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                        | Assertions                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtilTest.java:43:9:43:47                           | assertEquals             |    2 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtilTest.java:43:22:43:22                           | assertEquals(int, int)                                                       | testCopyMap                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtilTest.java:36:17:36:27                           | MapUtilTest                                            | assertEquals             | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.10.1/junit-jupiter-api-5.10.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                        | Assertions                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtilTest.java:43:9:43:47                           | assertEquals             |    2 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtilTest.java:43:25:43:46                           | assertEquals(int, int)                                                       | testCopyMap                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtilTest.java:36:17:36:27                           | MapUtilTest                                            | assertEquals             | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.10.1/junit-jupiter-api-5.10.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                        | Assertions                   |
